date,hour,condition,temperature,feels like,precip(%),amount,cloud cover,dew point,humidity,wind,pressure,time_scraped_est_edt,WS
13/07/2023, 7:00 pm,Partly Cloudy,84,94,24,0,42,76,77,6,29.94,13-07-2023 10:04,KDAB
13/07/2023, 8:00 pm,Partly Cloudy,83,93,18,0,56,76,79,5,29.96,13-07-2023 10:04,KDAB
13/07/2023, 9:00 pm,Partly Cloudy,82,89,20,0,57,76,82,5,29.96,13-07-2023 10:04,KDAB
13/07/2023, 10:00 pm,Partly Cloudy,81,88,18,0,54,76,85,5,29.97,13-07-2023 10:04,KDAB
13/07/2023, 11:00 pm,Partly Cloudy,80,87,14,0,56,75,86,4,29.98,13-07-2023 10:04,KDAB
14/07/2023, 12:00 am,Partly Cloudy,79,86,10,0,56,75,88,4,29.97,13-07-2023 10:04,KDAB
14/07/2023, 1:00 am,Partly Cloudy,79,85,13,0,40,75,89,4,29.97,13-07-2023 10:04,KDAB
14/07/2023, 2:00 am,Partly Cloudy,78,85,14,0,33,75,90,4,29.96,13-07-2023 10:04,KDAB
14/07/2023, 3:00 am,Partly Cloudy,77,83,10,0,31,75,91,3,29.95,13-07-2023 10:04,KDAB
14/07/2023, 4:00 am,Partly Cloudy,77,83,10,0,45,74,90,3,29.95,13-07-2023 10:04,KDAB
14/07/2023, 5:00 am,Partly Cloudy,77,83,12,0,39,74,92,3,29.95,13-07-2023 10:04,KDAB
14/07/2023, 6:00 am,Partly Cloudy,77,82,12,0,36,74,93,2,29.96,13-07-2023 10:04,KDAB
14/07/2023, 7:00 am,Partly Cloudy,77,82,12,0,36,75,93,2,29.97,13-07-2023 10:04,KDAB
14/07/2023, 8:00 am,Partly Cloudy,79,86,21,0,37,75,89,3,29.98,13-07-2023 10:04,KDAB
14/07/2023, 9:00 am,Partly Cloudy,82,91,23,0,34,76,81,4,29.99,13-07-2023 10:04,KDAB
14/07/2023, 10:00 am,Mostly Sunny,85,95,24,0,29,76,74,4,30.00,13-07-2023 10:04,KDAB
14/07/2023, 11:00 am,Partly Cloudy,87,98,24,0,44,76,71,4,30.00,13-07-2023 10:04,KDAB
14/07/2023, 12:00 pm,Isolated Thunderstorms,88,99,32,0.01,45,76,69,5,30.00,13-07-2023 10:04,KDAB
14/07/2023, 1:00 pm,Scattered Thunderstorms,87,99,44,0.02,50,77,70,7,29.99,13-07-2023 10:04,KDAB
14/07/2023, 2:00 pm,Isolated Thunderstorms,88,99,34,0.01,46,76,70,9,29.98,13-07-2023 10:04,KDAB
14/07/2023, 3:00 pm,Scattered Thunderstorms,86,97,36,0.01,50,76,73,11,29.97,13-07-2023 10:04,KDAB
14/07/2023, 4:00 pm,Partly Cloudy,85,95,24,0,56,76,75,10,29.96,13-07-2023 10:04,KDAB
14/07/2023, 5:00 pm,Partly Cloudy,84,94,24,0,58,76,77,9,29.94,13-07-2023 10:04,KDAB
14/07/2023, 6:00 pm,Isolated Thunderstorms,85,95,33,0.01,46,76,75,9,29.94,13-07-2023 10:04,KDAB
14/07/2023, 7:00 pm,Isolated Thunderstorms,85,94,30,0.01,49,76,75,8,29.95,13-07-2023 10:04,KDAB
14/07/2023, 8:00 pm,Isolated Thunderstorms,83,92,32,0.01,53,75,77,7,29.96,13-07-2023 10:04,KDAB
14/07/2023, 9:00 pm,Mostly Cloudy,82,90,24,0,74,76,81,6,29.97,13-07-2023 10:04,KDAB
14/07/2023, 10:00 pm,Mostly Cloudy,81,90,24,0,76,76,84,6,29.98,13-07-2023 10:04,KDAB
14/07/2023, 11:00 pm,Mostly Cloudy,81,88,15,0,63,76,85,6,29.99,13-07-2023 10:04,KDAB
13/07/2023, 11:00 am,Partly Cloudy,89,102,15,0,42,77,68,5,30.01,13-07-2023 10:05,KFIN
13/07/2023, 12:00 pm,Partly Cloudy,91,104,15,0,38,76,61,4,30.00,13-07-2023 10:05,KFIN
13/07/2023, 1:00 pm,Partly Cloudy,92,104,15,0,46,76,60,5,29.99,13-07-2023 10:05,KFIN
13/07/2023, 2:00 pm,Partly Cloudy,91,102,23,0,58,75,59,5,29.97,13-07-2023 10:05,KFIN
13/07/2023, 3:00 pm,Isolated Thunderstorms,88,99,33,0.01,62,76,66,8,29.96,13-07-2023 10:05,KFIN
13/07/2023, 4:00 pm,Scattered Thunderstorms,87,97,46,0.01,50,76,70,7,29.94,13-07-2023 10:05,KFIN
13/07/2023, 5:00 pm,Scattered Thunderstorms,87,97,47,0.04,50,75,68,7,29.94,13-07-2023 10:05,KFIN
13/07/2023, 6:00 pm,Scattered Thunderstorms,85,94,44,0.02,52,75,73,7,29.94,13-07-2023 10:05,KFIN
13/07/2023, 7:00 pm,Scattered Thunderstorms,84,91,35,0.01,56,75,74,6,29.94,13-07-2023 10:05,KFIN
13/07/2023, 8:00 pm,Partly Cloudy,82,89,24,0,54,75,80,5,29.95,13-07-2023 10:05,KFIN
13/07/2023, 9:00 pm,Partly Cloudy,80,87,19,0,49,75,84,3,29.96,13-07-2023 10:05,KFIN
13/07/2023, 10:00 pm,Partly Cloudy,80,86,12,0,49,75,85,4,29.97,13-07-2023 10:05,KFIN
13/07/2023, 11:00 pm,Partly Cloudy,78,84,13,0,53,75,88,3,29.97,13-07-2023 10:05,KFIN
14/07/2023, 12:00 am,Partly Cloudy,78,84,14,0,49,75,90,4,29.97,13-07-2023 10:05,KFIN
14/07/2023, 1:00 am,Partly Cloudy,77,83,20,0,35,74,90,3,29.96,13-07-2023 10:05,KFIN
14/07/2023, 2:00 am,Partly Cloudy,76,82,17,0,30,74,92,3,29.96,13-07-2023 10:05,KFIN
14/07/2023, 3:00 am,Partly Cloudy,76,81,11,0,44,74,92,3,29.95,13-07-2023 10:05,KFIN
14/07/2023, 4:00 am,Partly Cloudy,76,81,11,0,39,74,94,3,29.95,13-07-2023 10:05,KFIN
14/07/2023, 5:00 am,Partly Cloudy,76,81,12,0,37,74,97,3,29.95,13-07-2023 10:05,KFIN
14/07/2023, 6:00 am,Partly Cloudy,75,81,16,0,31,74,96,2,29.96,13-07-2023 10:05,KFIN
14/07/2023, 7:00 am,Partly Cloudy,75,81,12,0,34,74,97,2,29.97,13-07-2023 10:05,KFIN
14/07/2023, 8:00 am,Partly Cloudy,78,84,14,0,34,75,92,3,29.98,13-07-2023 10:05,KFIN
14/07/2023, 9:00 am,Partly Cloudy,82,91,12,0,37,76,83,4,29.99,13-07-2023 10:05,KFIN
14/07/2023, 10:00 am,Partly Cloudy,86,96,17,0,35,76,74,4,29.99,13-07-2023 10:05,KFIN
14/07/2023, 11:00 am,Partly Cloudy,88,98,24,0,39,75,66,3,30.00,13-07-2023 10:05,KFIN
14/07/2023, 12:00 pm,Partly Cloudy,89,99,24,0,41,75,63,4,29.99,13-07-2023 10:05,KFIN
14/07/2023, 1:00 pm,Scattered Thunderstorms,89,100,41,0.02,50,75,64,6,29.98,13-07-2023 10:05,KFIN
14/07/2023, 2:00 pm,Scattered Thunderstorms,90,102,43,0.01,50,75,61,8,29.97,13-07-2023 10:05,KFIN
14/07/2023, 3:00 pm,Scattered Thunderstorms,89,101,36,0.01,50,75,63,8,29.96,13-07-2023 10:05,KFIN
14/07/2023, 4:00 pm,Scattered Thunderstorms,88,99,43,0.01,51,76,68,8,29.95,13-07-2023 10:05,KFIN
14/07/2023, 5:00 pm,Isolated Thunderstorms,85,95,33,0.01,49,76,74,8,29.94,13-07-2023 10:05,KFIN
14/07/2023, 6:00 pm,Partly Cloudy,86,96,24,0,46,76,71,8,29.93,13-07-2023 10:05,KFIN
14/07/2023, 7:00 pm,Scattered Thunderstorms,85,94,35,0.01,58,75,73,6,29.94,13-07-2023 10:05,KFIN
14/07/2023, 8:00 pm,Mostly Cloudy,83,91,24,0,67,75,77,5,29.95,13-07-2023 10:05,KFIN
14/07/2023, 9:00 pm,Isolated Thunderstorms,82,89,34,0.01,76,75,79,4,29.96,13-07-2023 10:05,KFIN
14/07/2023, 10:00 pm,Mostly Cloudy,81,87,21,0,79,74,81,3,29.98,13-07-2023 10:05,KFIN
14/07/2023, 11:00 pm,Mostly Cloudy,80,86,15,0,75,75,85,3,29.98,13-07-2023 10:05,KFIN
13/07/2023, 10:00 am,Partly Cloudy,84,93,15,0,34,76,75,7,30.01,13-07-2023 10:05,KGNV
13/07/2023, 11:00 am,Partly Cloudy,86,96,15,0,34,75,70,7,30.01,13-07-2023 10:05,KGNV
13/07/2023, 12:00 pm,Partly Cloudy,88,99,15,0,37,75,66,6,30.00,13-07-2023 10:05,KGNV
13/07/2023, 1:00 pm,Mostly Cloudy,91,102,15,0,62,75,60,5,29.99,13-07-2023 10:05,KGNV
13/07/2023, 2:00 pm,Isolated Thunderstorms,91,102,34,0.26,70,74,59,5,29.97,13-07-2023 10:05,KGNV
13/07/2023, 3:00 pm,Scattered Thunderstorms,85,94,58,0.01,68,75,74,6,29.96,13-07-2023 10:05,KGNV
13/07/2023, 4:00 pm,Scattered Thunderstorms,84,93,52,0,72,75,74,7,29.94,13-07-2023 10:05,KGNV
13/07/2023, 5:00 pm,Scattered Thunderstorms,86,97,45,0.01,58,76,71,7,29.93,13-07-2023 10:05,KGNV
13/07/2023, 6:00 pm,Scattered Thunderstorms,86,95,41,0.01,67,75,71,6,29.93,13-07-2023 10:05,KGNV
13/07/2023, 7:00 pm,Mostly Cloudy,86,95,24,0,69,75,71,5,29.93,13-07-2023 10:05,KGNV
13/07/2023, 8:00 pm,Mostly Cloudy,84,93,24,0,67,75,73,4,29.94,13-07-2023 10:05,KGNV
13/07/2023, 9:00 pm,Partly Cloudy,81,89,24,0,59,75,82,4,29.95,13-07-2023 10:05,KGNV
13/07/2023, 10:00 pm,Partly Cloudy,80,87,24,0,58,75,85,3,29.96,13-07-2023 10:05,KGNV
13/07/2023, 11:00 pm,Partly Cloudy,79,86,23,0,53,75,88,4,29.97,13-07-2023 10:05,KGNV
14/07/2023, 12:00 am,Partly Cloudy,78,84,17,0,43,75,90,3,29.97,13-07-2023 10:05,KGNV
14/07/2023, 1:00 am,Partly Cloudy,77,83,21,0,37,74,91,3,29.96,13-07-2023 10:05,KGNV
14/07/2023, 2:00 am,Partly Cloudy,77,82,11,0,39,74,93,2,29.96,13-07-2023 10:05,KGNV
14/07/2023, 3:00 am,Partly Cloudy,76,82,8,0,38,74,94,1,29.95,13-07-2023 10:05,KGNV
14/07/2023, 4:00 am,Partly Cloudy,76,81,9,0,41,74,95,1,29.95,13-07-2023 10:05,KGNV
14/07/2023, 5:00 am,Partly Cloudy,75,81,13,0,50,74,97,2,29.95,13-07-2023 10:05,KGNV
14/07/2023, 6:00 am,Partly Cloudy,75,81,16,0,50,74,97,1,29.96,13-07-2023 10:05,KGNV
14/07/2023, 7:00 am,Partly Cloudy,75,80,14,0,42,74,99,1,29.97,13-07-2023 10:05,KGNV
14/07/2023, 8:00 am,Partly Cloudy,79,86,15,0,40,76,91,2,29.98,13-07-2023 10:05,KGNV
14/07/2023, 9:00 am,Partly Cloudy,82,91,17,0,43,77,84,3,29.99,13-07-2023 10:05,KGNV
14/07/2023, 10:00 am,Partly Cloudy,85,94,18,0,49,76,76,4,29.99,13-07-2023 10:05,KGNV
14/07/2023, 11:00 am,Partly Cloudy,87,97,24,0,48,75,68,5,29.99,13-07-2023 10:05,KGNV
14/07/2023, 12:00 pm,Scattered Thunderstorms,89,100,39,0.04,50,75,65,5,29.99,13-07-2023 10:05,KGNV
14/07/2023, 1:00 pm,Scattered Thunderstorms,87,97,39,0.06,56,75,69,6,29.98,13-07-2023 10:05,KGNV
14/07/2023, 2:00 pm,Scattered Thunderstorms,88,99,39,0.04,55,75,65,6,29.97,13-07-2023 10:05,KGNV
14/07/2023, 3:00 pm,Isolated Thunderstorms,89,99,34,0.01,60,75,63,5,29.95,13-07-2023 10:05,KGNV
14/07/2023, 4:00 pm,Scattered Thunderstorms,89,99,47,0.03,65,74,62,7,29.94,13-07-2023 10:05,KGNV
14/07/2023, 5:00 pm,Scattered Thunderstorms,88,98,39,0.01,64,75,65,7,29.93,13-07-2023 10:05,KGNV
14/07/2023, 6:00 pm,Scattered Thunderstorms,87,97,38,0.01,74,75,66,7,29.93,13-07-2023 10:05,KGNV
14/07/2023, 7:00 pm,Isolated Thunderstorms,84,93,30,0.01,76,74,72,5,29.93,13-07-2023 10:05,KGNV
14/07/2023, 8:00 pm,Cloudy,83,92,24,0,82,75,76,4,29.94,13-07-2023 10:05,KGNV
14/07/2023, 9:00 pm,Cloudy,81,89,20,0,81,75,81,4,29.95,13-07-2023 10:05,KGNV
14/07/2023, 10:00 pm,Mostly Cloudy,80,87,20,0,76,75,84,4,29.97,13-07-2023 10:05,KGNV
14/07/2023, 11:00 pm,Mostly Cloudy,79,86,15,0,73,75,89,3,29.98,13-07-2023 10:05,KGNV
13/07/2023, 10:00 am,Mostly Sunny,86,97,15,0,29,77,73,5,30.01,13-07-2023 10:04,KSGJ
13/07/2023, 11:00 am,Partly Cloudy,89,101,15,0,30,76,65,5,30.01,13-07-2023 10:04,KSGJ
13/07/2023, 12:00 pm,Partly Cloudy,91,103,15,0,36,75,59,5,29.99,13-07-2023 10:04,KSGJ
13/07/2023, 1:00 pm,Partly Cloudy,91,102,15,0,54,74,58,5,29.98,13-07-2023 10:04,KSGJ
13/07/2023, 2:00 pm,Mostly Cloudy,91,102,16,0,68,74,57,5,29.97,13-07-2023 10:04,KSGJ
13/07/2023, 3:00 pm,Mostly Cloudy,90,101,22,0,68,75,62,6,29.95,13-07-2023 10:04,KSGJ
13/07/2023, 4:00 pm,Mostly Cloudy,87,98,24,0,66,76,71,8,29.94,13-07-2023 10:04,KSGJ
13/07/2023, 5:00 pm,Scattered Thunderstorms,86,96,39,0.06,50,76,72,7,29.93,13-07-2023 10:04,KSGJ
13/07/2023, 6:00 pm,Mostly Cloudy,85,94,24,0,62,75,74,6,29.93,13-07-2023 10:04,KSGJ
13/07/2023, 7:00 pm,Isolated Thunderstorms,84,93,32,0.03,56,75,73,7,29.94,13-07-2023 10:04,KSGJ
13/07/2023, 8:00 pm,Partly Cloudy,81,88,24,0,56,75,84,5,29.94,13-07-2023 10:04,KSGJ
13/07/2023, 9:00 pm,Partly Cloudy,79,85,24,0,59,75,87,4,29.95,13-07-2023 10:04,KSGJ
13/07/2023, 10:00 pm,Partly Cloudy,79,85,15,0,53,74,87,4,29.96,13-07-2023 10:04,KSGJ
13/07/2023, 11:00 pm,Partly Cloudy,78,84,23,0,47,75,89,4,29.96,13-07-2023 10:04,KSGJ
14/07/2023, 12:00 am,Partly Cloudy,78,84,24,0,35,75,91,4,29.96,13-07-2023 10:04,KSGJ
14/07/2023, 1:00 am,Partly Cloudy,77,83,20,0,34,75,92,4,29.96,13-07-2023 10:04,KSGJ
14/07/2023, 2:00 am,Partly Cloudy,77,83,14,0,30,75,94,3,29.96,13-07-2023 10:04,KSGJ
14/07/2023, 3:00 am,Partly Cloudy,77,83,15,0,32,75,94,3,29.95,13-07-2023 10:04,KSGJ
14/07/2023, 4:00 am,Partly Cloudy,77,83,15,0,36,75,94,3,29.95,13-07-2023 10:04,KSGJ
14/07/2023, 5:00 am,Partly Cloudy,76,82,12,0,34,75,95,2,29.95,13-07-2023 10:04,KSGJ
14/07/2023, 6:00 am,Partly Cloudy,76,82,12,0,34,75,96,2,29.96,13-07-2023 10:04,KSGJ
14/07/2023, 7:00 am,Partly Cloudy,76,82,12,0,39,75,96,2,29.97,13-07-2023 10:04,KSGJ
14/07/2023, 8:00 am,Partly Cloudy,78,85,13,0,38,76,93,3,29.98,13-07-2023 10:04,KSGJ
14/07/2023, 9:00 am,Partly Cloudy,82,91,11,0,43,77,84,4,29.98,13-07-2023 10:04,KSGJ
14/07/2023, 10:00 am,Partly Cloudy,86,96,9,0,41,76,74,4,29.99,13-07-2023 10:04,KSGJ
14/07/2023, 11:00 am,Partly Cloudy,88,99,18,0,33,76,67,5,29.99,13-07-2023 10:04,KSGJ
14/07/2023, 12:00 pm,Partly Cloudy,90,101,18,0,37,75,63,6,29.98,13-07-2023 10:04,KSGJ
14/07/2023, 1:00 pm,Partly Cloudy,91,103,18,0,53,74,58,5,29.97,13-07-2023 10:04,KSGJ
14/07/2023, 2:00 pm,Partly Cloudy,91,102,21,0,55,74,57,5,29.96,13-07-2023 10:04,KSGJ
14/07/2023, 3:00 pm,Scattered Thunderstorms,90,101,36,0.01,50,75,62,7,29.95,13-07-2023 10:04,KSGJ
14/07/2023, 4:00 pm,Mostly Cloudy,88,99,24,0,67,75,65,7,29.94,13-07-2023 10:04,KSGJ
14/07/2023, 5:00 pm,Scattered Thunderstorms,88,99,56,0.02,65,76,68,8,29.92,13-07-2023 10:04,KSGJ
14/07/2023, 6:00 pm,Scattered Thunderstorms,87,97,51,0.03,75,76,71,7,29.93,13-07-2023 10:04,KSGJ
14/07/2023, 7:00 pm,Scattered Thunderstorms,85,94,41,0.01,76,76,74,7,29.93,13-07-2023 10:04,KSGJ
14/07/2023, 8:00 pm,Scattered Thunderstorms,82,90,38,0.01,75,76,81,6,29.94,13-07-2023 10:04,KSGJ
14/07/2023, 9:00 pm,Isolated Thunderstorms,81,88,34,0.01,79,75,85,5,29.95,13-07-2023 10:04,KSGJ
14/07/2023, 10:00 pm,Scattered Thunderstorms,79,86,35,0.01,68,75,87,5,29.97,13-07-2023 10:04,KSGJ
14/07/2023, 11:00 pm,Mostly Cloudy,79,85,15,0,73,75,87,4,29.98,13-07-2023 10:04,KSGJ
13/07/2023, 9:00 am,Mostly Cloudy,81,89,17,0,70,77,88,7,30.01,13-07-2023 10:05,KPAM
13/07/2023, 10:00 am,Mostly Cloudy,82,90,18,0,63,77,85,8,30.01,13-07-2023 10:05,KPAM
13/07/2023, 11:00 am,Scattered Thunderstorms,83,91,49,0,71,75,79,10,30.01,13-07-2023 10:05,KPAM
13/07/2023, 12:00 pm,Heavy Thunderstorms,82,90,69,0.47,75,76,81,9,30.00,13-07-2023 10:05,KPAM
13/07/2023, 1:00 pm,Thunderstorms,83,92,64,0.04,75,76,80,9,29.99,13-07-2023 10:05,KPAM
13/07/2023, 2:00 pm,Isolated Thunderstorms,84,93,30,0.01,66,76,77,10,29.98,13-07-2023 10:05,KPAM
13/07/2023, 3:00 pm,Mostly Cloudy,85,94,15,0,71,75,72,11,29.97,13-07-2023 10:05,KPAM
13/07/2023, 4:00 pm,Mostly Cloudy,86,95,15,0,73,75,70,10,29.95,13-07-2023 10:05,KPAM
13/07/2023, 5:00 pm,Mostly Cloudy,85,93,6,0,70,74,71,10,29.94,13-07-2023 10:05,KPAM
13/07/2023, 6:00 pm,Mostly Cloudy,84,93,6,0,72,75,74,10,29.94,13-07-2023 10:05,KPAM
13/07/2023, 7:00 pm,Mostly Cloudy,83,91,7,0,79,75,77,9,29.94,13-07-2023 10:05,KPAM
13/07/2023, 8:00 pm,Mostly Cloudy,82,90,8,0,78,76,81,7,29.94,13-07-2023 10:05,KPAM
13/07/2023, 9:00 pm,Mostly Cloudy,81,90,8,0,74,76,84,7,29.94,13-07-2023 10:05,KPAM
13/07/2023, 10:00 pm,Mostly Cloudy,81,90,11,0,65,77,86,6,29.95,13-07-2023 10:05,KPAM
13/07/2023, 11:00 pm,Partly Cloudy,81,89,12,0,53,76,85,5,29.95,13-07-2023 10:05,KPAM
14/07/2023, 12:00 am,Partly Cloudy,81,88,14,0,48,76,84,6,29.95,13-07-2023 10:05,KPAM
14/07/2023, 1:00 am,Partly Cloudy,81,88,24,0,46,76,85,6,29.94,13-07-2023 10:05,KPAM
14/07/2023, 2:00 am,Partly Cloudy,80,88,24,0,57,76,86,6,29.94,13-07-2023 10:05,KPAM
14/07/2023, 3:00 am,Partly Cloudy,81,88,24,0,55,76,85,6,29.93,13-07-2023 10:05,KPAM
14/07/2023, 4:00 am,Scattered Thunderstorms,80,88,37,0.02,62,76,87,7,29.94,13-07-2023 10:05,KPAM
14/07/2023, 5:00 am,Partly Cloudy,80,88,21,0,57,76,86,6,29.94,13-07-2023 10:05,KPAM
14/07/2023, 6:00 am,Partly Cloudy,80,87,24,0,59,76,86,7,29.95,13-07-2023 10:05,KPAM
14/07/2023, 7:00 am,Scattered Thunderstorms,81,89,39,0.01,58,76,85,6,29.96,13-07-2023 10:05,KPAM
14/07/2023, 8:00 am,Scattered Thunderstorms,83,91,36,0.02,60,76,81,6,29.97,13-07-2023 10:05,KPAM
14/07/2023, 9:00 am,Scattered Thunderstorms,84,93,35,0.02,66,76,76,8,29.98,13-07-2023 10:05,KPAM
14/07/2023, 10:00 am,Mostly Cloudy,85,94,24,0,65,75,72,8,29.98,13-07-2023 10:05,KPAM
14/07/2023, 11:00 am,Scattered Thunderstorms,86,95,36,0.01,63,75,71,9,29.98,13-07-2023 10:05,KPAM
14/07/2023, 12:00 pm,Scattered Thunderstorms,86,95,39,0.02,62,75,71,9,29.98,13-07-2023 10:05,KPAM
14/07/2023, 1:00 pm,Isolated Thunderstorms,86,95,32,0.01,69,75,72,10,29.97,13-07-2023 10:05,KPAM
14/07/2023, 2:00 pm,Isolated Thunderstorms,85,94,32,0.01,69,75,72,10,29.97,13-07-2023 10:05,KPAM
14/07/2023, 3:00 pm,Mostly Cloudy,86,96,23,0,73,75,71,11,29.95,13-07-2023 10:05,KPAM
14/07/2023, 4:00 pm,Mostly Cloudy,85,95,17,0,74,75,73,12,29.94,13-07-2023 10:05,KPAM
14/07/2023, 5:00 pm,Mostly Cloudy,85,94,20,0,72,75,74,11,29.93,13-07-2023 10:05,KPAM
14/07/2023, 6:00 pm,Mostly Cloudy,84,93,17,0,74,76,77,10,29.93,13-07-2023 10:05,KPAM
14/07/2023, 7:00 pm,Mostly Cloudy,83,91,15,0,77,75,77,9,29.93,13-07-2023 10:05,KPAM
14/07/2023, 8:00 pm,Mostly Cloudy,82,90,15,0,74,75,81,7,29.94,13-07-2023 10:05,KPAM
14/07/2023, 9:00 pm,Mostly Cloudy,81,90,19,0,73,76,84,7,29.95,13-07-2023 10:05,KPAM
14/07/2023, 10:00 pm,Mostly Cloudy,81,89,15,0,75,76,85,5,29.96,13-07-2023 10:05,KPAM
14/07/2023, 11:00 pm,Mostly Cloudy,80,88,16,0,74,75,84,5,29.96,13-07-2023 10:05,KPAM
13/07/2023, 11:00 am,Mostly Sunny,86,95,15,0,26,74,66,6,30.01,13-07-2023 10:05,KLCQ
13/07/2023, 12:00 pm,Partly Cloudy,87,96,15,0,30,73,63,5,30.00,13-07-2023 10:05,KLCQ
13/07/2023, 1:00 pm,Partly Cloudy,89,98,15,0,46,73,61,6,29.98,13-07-2023 10:05,KLCQ
13/07/2023, 2:00 pm,Mostly Cloudy,89,99,19,0,69,74,61,5,29.96,13-07-2023 10:05,KLCQ
13/07/2023, 3:00 pm,Isolated Thunderstorms,89,98,34,0.08,70,73,59,5,29.95,13-07-2023 10:05,KLCQ
13/07/2023, 4:00 pm,Scattered Thunderstorms,89,98,36,0.02,60,73,59,5,29.93,13-07-2023 10:05,KLCQ
13/07/2023, 5:00 pm,Scattered Thunderstorms,88,96,34,0.01,59,73,62,5,29.92,13-07-2023 10:05,KLCQ
13/07/2023, 6:00 pm,Partly Cloudy,87,95,24,0,56,73,63,5,29.92,13-07-2023 10:05,KLCQ
13/07/2023, 7:00 pm,Mostly Cloudy,84,91,24,0,66,74,72,6,29.92,13-07-2023 10:05,KLCQ
13/07/2023, 8:00 pm,Scattered Thunderstorms,82,89,35,0.01,59,74,76,3,29.93,13-07-2023 10:05,KLCQ
13/07/2023, 9:00 pm,Mostly Cloudy,79,85,24,0,60,74,83,3,29.94,13-07-2023 10:05,KLCQ
13/07/2023, 10:00 pm,Partly Cloudy,78,84,24,0,43,74,86,3,29.95,13-07-2023 10:05,KLCQ
13/07/2023, 11:00 pm,Partly Cloudy,77,83,8,0,40,73,87,2,29.96,13-07-2023 10:05,KLCQ
14/07/2023, 12:00 am,Partly Cloudy,77,82,13,0,41,73,90,2,29.96,13-07-2023 10:05,KLCQ
14/07/2023, 1:00 am,Partly Cloudy,76,81,16,0,37,74,92,1,29.96,13-07-2023 10:05,KLCQ
14/07/2023, 2:00 am,Partly Cloudy,75,80,12,0,36,74,95,2,29.96,13-07-2023 10:05,KLCQ
14/07/2023, 3:00 am,Partly Cloudy,75,80,8,0,34,73,96,2,29.95,13-07-2023 10:05,KLCQ
14/07/2023, 4:00 am,Partly Cloudy,74,79,9,0,42,73,96,1,29.94,13-07-2023 10:05,KLCQ
14/07/2023, 5:00 am,Partly Cloudy,74,79,9,0,35,73,97,1,29.95,13-07-2023 10:05,KLCQ
14/07/2023, 6:00 am,Partly Cloudy,74,79,9,0,41,74,99,1,29.96,13-07-2023 10:05,KLCQ
14/07/2023, 7:00 am,Partly Cloudy,74,79,9,0,38,74,100,1,29.97,13-07-2023 10:05,KLCQ
14/07/2023, 8:00 am,Partly Cloudy,77,83,11,0,38,75,95,2,29.98,13-07-2023 10:05,KLCQ
14/07/2023, 9:00 am,Partly Cloudy,80,88,16,0,46,76,87,4,29.98,13-07-2023 10:05,KLCQ
14/07/2023, 10:00 am,Partly Cloudy,82,91,16,0,45,76,80,4,29.98,13-07-2023 10:05,KLCQ
14/07/2023, 11:00 am,Partly Cloudy,85,94,21,0,38,75,74,4,29.99,13-07-2023 10:05,KLCQ
14/07/2023, 12:00 pm,Partly Cloudy,86,94,22,0,39,75,70,4,29.98,13-07-2023 10:05,KLCQ
14/07/2023, 1:00 pm,Partly Cloudy,87,97,17,0,53,75,66,5,29.97,13-07-2023 10:05,KLCQ
14/07/2023, 2:00 pm,Isolated Thunderstorms,88,97,32,0.02,48,74,63,5,29.96,13-07-2023 10:05,KLCQ
14/07/2023, 3:00 pm,Mostly Cloudy,89,97,24,0,66,73,60,5,29.94,13-07-2023 10:05,KLCQ
14/07/2023, 4:00 pm,Scattered Thunderstorms,88,97,41,0.02,63,73,62,6,29.93,13-07-2023 10:05,KLCQ
14/07/2023, 5:00 pm,Mostly Cloudy,86,94,24,0,74,73,67,6,29.92,13-07-2023 10:05,KLCQ
14/07/2023, 6:00 pm,Isolated Thunderstorms,84,92,30,0.01,71,73,69,6,29.92,13-07-2023 10:05,KLCQ
14/07/2023, 7:00 pm,Mostly Cloudy,84,92,24,0,74,74,73,6,29.93,13-07-2023 10:05,KLCQ
14/07/2023, 8:00 pm,Mostly Cloudy,82,89,24,0,74,75,80,4,29.93,13-07-2023 10:05,KLCQ
14/07/2023, 9:00 pm,Mostly Cloudy,80,86,18,0,73,75,85,3,29.94,13-07-2023 10:05,KLCQ
14/07/2023, 10:00 pm,Mostly Cloudy,78,85,17,0,70,75,89,3,29.96,13-07-2023 10:05,KLCQ
14/07/2023, 11:00 pm,Mostly Cloudy,77,84,15,0,70,75,93,3,29.97,13-07-2023 10:05,KLCQ
13/07/2023, 11:00 am,Partly Cloudy,89,99,15,0,54,75,64,6,30.00,13-07-2023 10:05,KNIP
13/07/2023, 12:00 pm,Partly Cloudy,91,102,15,0,58,75,60,6,29.99,13-07-2023 10:05,KNIP
13/07/2023, 1:00 pm,Mostly Cloudy,92,104,15,0,62,75,58,5,29.98,13-07-2023 10:05,KNIP
13/07/2023, 2:00 pm,Mostly Cloudy,92,103,16,0,66,74,57,6,29.96,13-07-2023 10:05,KNIP
13/07/2023, 3:00 pm,Mostly Cloudy,93,104,17,0,74,74,55,6,29.94,13-07-2023 10:05,KNIP
13/07/2023, 4:00 pm,Mostly Cloudy,88,98,24,0,70,75,66,8,29.93,13-07-2023 10:05,KNIP
13/07/2023, 5:00 pm,Scattered Thunderstorms,87,98,44,0.04,71,76,69,9,29.93,13-07-2023 10:05,KNIP
13/07/2023, 6:00 pm,Scattered Thunderstorms,88,98,41,0.03,68,76,68,9,29.92,13-07-2023 10:05,KNIP
